Gene Symbol	Name	Entrez GeneId	Genome Location	Tier	Hallmark	Chr Band	Somatic	Germline	Tumour Types(Somatic)	Tumour Types(Germline)	Cancer Syndrome	Tissue Type	Molecular Genetics	Role in Cancer	Mutation Types	Translocation Partner	Other Germline Mut	Other Syndrome	Synonyms
U2AF1	U2 small nuclear RNA auxiliary factor 1	7307	21:43093102-43107494	1		21q22.3	yes		"CLL, MDS"			L	Dom	oncogene	Mis				"7307,ENSG00000160201,Q01081,U2AF1,U2AFBP"
UBR5	ubiquitin protein ligase E3 component n-recognin 5	51366	8:102254302-102412234	1		8q22	yes		"mantle cell lymphoma, gastric, colorectal"			"L, E"	Rec	TSG	"F, N, Mis, S"				"51366,EDD1,ENSG00000104517,O95071,UBR5"
USP44	ubiquitin specific peptidase 44	84101	12:95518154-95534256	2		12q21.33	yes		"lung cancer, colon cancer"			E		TSG	D				"84101,ENSG00000136014,Q9H0E7,USP44"
USP6	ubiquitin specific peptidase 6 (Tre-2 oncogene)	9098	17:5130368-5148597	1		17p13	yes		aneurysmal bone cyst			M	Dom	"oncogene, fusion"	T	"COL1A1, CDH11, CNBP, OMD, THRAP3"			"9098,ENSG00000129204,HRP1,P35125,TRESMCR,USP6"
USP8	ubiquitin specific peptidase 8	9101	15:50439074-50499088	1	Yes	15q21.1	yes		corticotroph adenoma			E	Dom	oncogene	"Mis, N"				"9101,ENSG00000138592,P40818,USP8"
VAV1	vav guanine nucleotide exchange factor 1	7409	19:6772808-6857107	2		19p13.3	yes		T-cell lymphoma			L		fusion	"T, O"	"THAP4, MYO1F, S100A7"			"7409,ENSG00000141968,VAV,VAV1"
VHL	von Hippel-Lindau syndrome gene	7428	3:10141848-10149965	1	Yes	3p25	yes	yes	"renal, haemangioma, pheochromocytoma"	"renal, haemangioma, pheochromocytoma"	Von Hippel-Lindau syndrome	"E, M, O"	Rec	TSG	"D, Mis, N, F, S"				"7428,ENSG00000134086,P40337,VHL"
VTI1A	vesicle transport through interaction with t-SNAREs homolog 1A	143187	10:112447374-112815383	2		10q25.2	yes		colorectal			E	Dom	fusion	T	TCF7L2			"143187,ENSG00000151532,Q96AJ9,VTI1A"
WAS	Wiskott-Aldrich syndrome	7454	X:48683854-48691162	1	Yes	Xp11.23-p11.22		yes		lymphoma	Wiskott-Aldrich syndrome	L	Rec/X	oncogene	"Mis, N, F, S"				"7454,ENSG00000015285,IMD2,P42768,THC,WAS"
WHSC1	Wolf-Hirschhorn syndrome candidate 1(MMSET)	7468	4:1900655-1978909	1		4p16.3	yes		MM			L	Dom	"oncogene, fusion"	T	IGH			"7468,ENSG00000109685,O96028,WHSC1"
WHSC1L1	Wolf-Hirschhorn syndrome candidate 1-like 1 (NSD3)	54904	8:38317956-38348171	1		8p12	yes		AML			L	Dom	"oncogene, fusion"	"T, A"	NUP98			"54904,ENSG00000147548,Q9BZ95,WHSC1L1"
WIF1	WNT inhibitory factor 1	11197	12:65051349-65121191	1	Yes	12q14.3	yes		pleomorphic salivary gland adenoma			E	Dom	"TSG, fusion"	T	HMGA2			"11197,ENSG00000156076,Q9Y5W5,WIF1"
WNK2	WNK lysine deficient protein kinase 2	65268	9:93184972-93318027	2		9q22.31	yes		gastric cancer			E		TSG	Mis				"65268,ENSG00000165238,PRKWNK2,Q9Y3S1,WNK2"
WRN	Werner syndrome (RECQL2)	7486	8:31058448-31173102	1		8p12-p11.2		yes		"osteosarcoma, meningioma, other tumour types"	Werner syndrome	"L, E, M, O"	Rec	TSG	"Mis, N, F, S"				"7486,ENSG00000165392,Q14191,WRN"
WT1	Wilms tumour 1 gene	7490	11:32389058-32435141	1		11p13	yes	yes	"Wilms tumour, desmoplastic small round cell tumour"	Wilms tumour	"Denys-Drash syndrome, Frasier syndrome, familial Wilms tumour"	O	Rec	"oncogene, TSG, fusion"	"D, Mis, N, F, S, T"	EWSR1			"7490,ENSG00000184937,GUD,WT1"
WWTR1	WW domain containing transcription regulator 1	25937	3:149520805-149657306	1		3q23-q24	yes		epithelioid haemangioendothelioma			M	Dom	"oncogene, fusion"	T	CAMTA1			"25937,ENSG00000018408,Q9GZV5,WWTR1"
XPA	"xeroderma pigmentosum, complementation group A"	7507	9:97675439-97697292	1		9q22.3		yes		"skin basal cell, skin squamous cell, melanoma"	xeroderma pigmentosum (A)	E	Rec	TSG	"Mis, N, F, S"				"7507,ENSG00000136936,P23025,XPA"
XPC	"xeroderma pigmentosum, complementation group C"	7508	3:14145941-14178568	1		3p25		yes		"skin basal cell, skin squamous cell, melanoma"	xeroderma pigmentosum (C)	E	Rec	TSG	"Mis, N, F, S"				"7508,ENSG00000154767,Q01831,XPC"
XPO1	"exportin 1 (CRM1 homolog, yeast)"	7514	2:61478820-61533897	1	Yes	2p15	yes		CLL			L	Dom	oncogene	Mis				"7514,ENSG00000082898,O14980,XPO1"
YWHAE	"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon polypeptide (14-3-3 epsilon)"	7531	17:1345447-1400110	1		17p13.3	yes		endometrial stromal sarcoma			M	Dom	"TSG, fusion"	T	"NUTM2A, NUTM2B"	yes	Miller-Dieker lissencephaly syndrome	"7531,ENSG00000108953,P62258,YWHAE"
ZBTB16	zinc finger and BTB domain containing 16	7704	11:114063302-114250556	1	Yes	11q23.1	yes		APL			L	Dom	"TSG, fusion"	T	RARA			"7704,ENSG00000109906,Q05516,ZBTB16,ZNF145"
ZCCHC8	"zinc finger, CCHC domain containing 8"	55596	12:122473497-122500840	2		12q24.31	yes		Spitzoid tumour			E	Dom	fusion	T	ROS1			"55596,ENSG00000033030,Q6NZY4,ZCCHC8"
ZEB1	zinc finger E-box binding homeobox 1	6935	10:31319235-31527264	2		10p11.22	yes		"CCRCC, melanoma"			E		oncogene	Mis				"6935,ENSG00000148516,P37275,PPCD3,TCF8,ZEB1"
ZFHX3	zinc finger homeobox 3	463	16:72787164-72960145	1	Yes	16q22.3	yes		"endometrial, gastric, prostate"			E	Dom	TSG	"Mis, N"				"463,ATBF1,ENSG00000140836,Q15911,ZFHX3"
ZMYM3	zinc finger MYM-type containing 3	9203	X:71240916-71253255	2		Xq13.1	yes		"CRC, breast cancer"			E		TSG	F				"9203,ENSG00000147130,Q14202,ZMYM3,ZNF261"
ZNF198	zinc finger protein 198	7750	13:19993073-20086014	1		13q11-q12	yes		"MPN, NHL"			L	Dom	fusion	T	FGFR1			"7750,ENSG00000121741,Q9UBW7,ZMYM2,ZNF198"
ZNF278	zinc finger protein 278 (ZSG)	23598	22:31326891-31345602	1		22q12-q14	yes		Ewing sarcoma			M	Dom	"TSG, fusion"	T	EWSR1			"23598,ENSG00000100105,PATZ1,Q9HBE1,ZNF278"
ZNF331	zinc finger protein 331	55422	19:53569378-53577953	1		19q13.3-q13.4	yes		follicular thyroid adenoma			E	Dom	"TSG, fusion"	T	?			"55422,ENSG00000130844,Q9NQX6,ZNF331"
ZNF384	zinc finger protein 384 (CIZ/NMP4)	171017	12:6667714-6679520	1		12p13	yes		ALL			L	Dom	fusion	T	"EWSR1, TAF15"			"171017,ENSG00000126746,Q8TF68,TNRC1,ZNF384"
ZNF429	zinc finger protein 429	353088	19:21505772-21538078	2		19p12	yes		GBM			O			Mis				"353088,ENSG00000197013,Q86V71,ZNF429"
ZNF479	zinc finger protein 479	90827	7:57119840-57132324	2		7p11.2	yes		"lung cancer, bladder carcinoma, prostate carcinoma"			E			Mis				"90827,ENSG00000185177,Q96JC4,ZNF479"
ZNF521	zinc finger protein 521	25925	18:25062712-25350946	1		18q11.2	yes		ALL			L	Dom	"oncogene, fusion"	T	PAX5			"25925,ENSG00000198795,Q96K83,ZNF521"
ZNRF3	zinc and ring finger 3	84133	22:28987076-29053622	2		22q12.1	yes		"colorectal cancer, adrenocortical carcinoma, gastric cancer"			E		TSG	"N, F, Mis"				"84133,ENSG00000183579,Q9ULT6,ZNRF3"
ZRSR2	"zinc finger (CCCH type), RNA-binding motif and serine/arginine rich 2"	8233	X:15790496-15823242	1		Xp22.1	yes		"MDS, CLL"			L	Rec	TSG	"F, S, Mis"				"8233,ENSG00000169249,Q15696,U2AF1L2,ZRSR2"
